"age","workclass","education","marital_status","occupation","race","sex","hours_per_week","income"
20,"Private","Some-college","Single","White-Collar","White","Male",25,0
43,"Private","Bachelors","Married","Professional","White","Male",35,0
21,"Private","HS-grad","Single","White-Collar","White","Male",40,0
33,"Private","Bachelors","Single","Professional","White","Female",40,0
36,"Self-Employed","HS-grad","Married","Blue-Collar","White","Male",80,1
34,"Private","School","Married","Service","White","Male",40,0
72,"Private","School","Widowed","Service","White","Female",99,0
54,"Private","Some-college","Married","White-Collar","White","Male",44,1
30,"Private","HS-grad","Married","Blue-Collar","White","Male",40,1
63,"Private","HS-grad","Married","Blue-Collar","Other","Male",40,0
36,"Private","Bachelors","Married","White-Collar","White","Male",50,1
25,"Private","Bachelors","Single","White-Collar","White","Male",50,0
72,"Other/Unknown","Assoc","Widowed","Other/Unknown","White","Female",40,0
55,"Private","HS-grad","Divorced","Blue-Collar","White","Male",40,0
44,"Private","Some-college","Married","Professional","White","Male",45,1
41,"Private","HS-grad","Single","Blue-Collar","Other","Female",40,0
20,"Other/Unknown","Some-college","Single","Other/Unknown","White","Male",40,0
47,"Private","Assoc","Married","Professional","White","Male",40,1
71,"Other/Unknown","Some-college","Married","Other/Unknown","White","Male",20,0
41,"Private","Bachelors","Single","Professional","White","Male",40,1
35,"Private","HS-grad","Married","Blue-Collar","Other","Male",40,0
18,"Private","HS-grad","Single","White-Collar","White","Female",40,0
23,"Private","HS-grad","Divorced","Service","White","Female",30,0
57,"Private","Bachelors","Married","White-Collar","White","Male",40,0
56,"Self-Employed","School","Single","White-Collar","Other","Male",65,0
25,"Self-Employed","Some-college","Single","Sales","White","Female",35,0
64,"Other/Unknown","Assoc","Married","Other/Unknown","White","Female",15,0
35,"Self-Employed","Bachelors","Single","Professional","White","Female",40,0
61,"Private","Assoc","Married","White-Collar","White","Male",40,0
36,"Government","Bachelors","Divorced","Professional","White","Female",55,0
18,"Private","School","Single","Sales","Other","Female",15,0
21,"Private","Some-college","Married","Sales","Other","Female",20,0
43,"Other/Unknown","Assoc","Divorced","Other/Unknown","White","Female",35,0
32,"Government","HS-grad","Married","Blue-Collar","White","Male",40,0
52,"Private","School","Married","Blue-Collar","White","Male",45,1
48,"Private","HS-grad","Married","Blue-Collar","White","Male",55,0
40,"Private","Bachelors","Divorced","Professional","White","Female",40,0
35,"Private","HS-grad","Married","White-Collar","White","Male",40,1
22,"Other/Unknown","Some-college","Separated","Other/Unknown","White","Female",25,0
42,"Private","HS-grad","Divorced","White-Collar","White","Female",40,0
60,"Other/Unknown","School","Widowed","Other/Unknown","White","Female",20,0
34,"Private","Some-college","Married","Blue-Collar","Other","Male",40,0
27,"Private","Assoc","Married","Service","White","Male",40,0
47,"Self-Employed","Bachelors","Single","Blue-Collar","White","Male",65,0
65,"Self-Employed","School","Married","Blue-Collar","White","Male",45,0
61,"Self-Employed","Masters","Widowed","White-Collar","White","Female",99,0
18,"Private","Some-college","Single","Sales","White","Male",28,0
49,"Other/Unknown","HS-grad","Married","Other/Unknown","White","Male",40,0
48,"Private","Doctorate","Married","Professional","White","Male",45,1
26,"Private","Some-college","Single","Blue-Collar","Other","Male",75,0
30,"Private","Bachelors","Single","Sales","White","Male",40,0
68,"Self-Employed","HS-grad","Married","Blue-Collar","White","Male",50,1
23,"Private","HS-grad","Married","Sales","White","Male",80,0
65,"Self-Employed","HS-grad","Married","White-Collar","White","Male",24,0
32,"Private","Bachelors","Married","White-Collar","White","Male",44,0
44,"Private","Masters","Married","White-Collar","White","Male",40,1
48,"Government","Masters","Married","Professional","White","Female",40,1
24,"Private","Assoc","Single","Service","White","Male",45,0
58,"Private","Some-college","Single","Blue-Collar","White","Male",40,0
32,"Government","Some-college","Married","Professional","White","Male",50,0
54,"Private","Masters","Divorced","White-Collar","White","Male",50,1
35,"Private","Masters","Single","Professional","White","Male",45,1
35,"Private","Assoc","Divorced","White-Collar","White","Female",50,0
24,"Private","HS-grad","Single","Sales","White","Male",40,0
50,"Private","HS-grad","Married","Professional","White","Male",40,1
38,"Self-Employed","HS-grad","Separated","Blue-Collar","White","Male",40,0
57,"Government","HS-grad","Married","White-Collar","White","Male",40,1
38,"Private","Some-college","Single","Sales","White","Male",60,0
49,"Private","HS-grad","Single","Blue-Collar","White","Male",40,0
25,"Private","Bachelors","Single","Service","White","Female",16,0
56,"Private","Some-college","Married","Blue-Collar","White","Male",40,0
32,"Private","School","Divorced","Service","White","Female",40,0
22,"Private","Bachelors","Single","Professional","White","Male",40,0
23,"Other/Unknown","Some-college","Single","Other/Unknown","White","Male",40,0
33,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
42,"Private","Some-college","Divorced","White-Collar","White","Female",12,0
62,"Self-Employed","HS-grad","Married","Blue-Collar","White","Male",48,0
24,"Other/Unknown","School","Single","Other/Unknown","White","Male",40,0
26,"Government","Bachelors","Single","Service","White","Male",40,0
46,"Private","Some-college","Divorced","Blue-Collar","White","Male",40,1
33,"Private","Bachelors","Separated","Sales","White","Female",50,1
65,"Other/Unknown","HS-grad","Married","Other/Unknown","White","Male",1,1
65,"Other/Unknown","HS-grad","Married","Blue-Collar","White","Male",20,0
46,"Private","Some-college","Married","Blue-Collar","White","Male",40,1
43,"Government","Assoc","Divorced","White-Collar","White","Female",40,0
43,"Private","HS-grad","Married","Blue-Collar","White","Male",40,1
35,"Private","School","Married","Blue-Collar","White","Male",40,0
48,"Private","HS-grad","Widowed","Blue-Collar","White","Female",48,0
55,"Government","Bachelors","Married","White-Collar","White","Male",40,1
45,"Private","Assoc","Married","Blue-Collar","White","Male",40,0
56,"Private","Bachelors","Married","White-Collar","White","Male",40,0
59,"Government","Masters","Single","White-Collar","White","Male",40,0
56,"Government","HS-grad","Married","Blue-Collar","White","Male",40,0
21,"Private","HS-grad","Single","Service","Other","Male",10,0
26,"Private","School","Married","White-Collar","White","Male",40,0
38,"Private","HS-grad","Single","Service","White","Female",40,0
27,"Private","Some-college","Single","White-Collar","White","Female",40,0
48,"Self-Employed","School","Married","Blue-Collar","White","Male",50,1
37,"Government","Masters","Married","Professional","White","Male",60,1
63,"Self-Employed","HS-grad","Married","Blue-Collar","White","Male",30,0
27,"Government","HS-grad","Single","Blue-Collar","Other","Male",38,1
20,"Private","Some-college","Single","Sales","White","Male",25,0
26,"Private","Masters","Married","Professional","White","Male",40,1
21,"Other/Unknown","School","Single","Other/Unknown","Other","Male",40,0
51,"Self-Employed","Assoc","Married","White-Collar","White","Male",40,0
28,"Private","Assoc","Married","Professional","White","Male",40,1
39,"Private","Assoc","Divorced","Service","Other","Female",40,0
35,"Private","Masters","Married","Sales","White","Male",55,1
21,"Other/Unknown","Some-college","Single","Other/Unknown","White","Female",43,0
65,"Private","School","Married","Blue-Collar","White","Male",40,0
54,"Government","Assoc","Married","Blue-Collar","Other","Male",40,0
39,"Private","School","Single","Service","White","Male",35,0
24,"Private","Some-college","Single","White-Collar","Other","Female",40,0
36,"Private","Bachelors","Single","White-Collar","Other","Female",40,0
70,"Other/Unknown","Some-college","Married","Other/Unknown","White","Male",10,1
52,"Private","HS-grad","Divorced","Blue-Collar","White","Male",40,1
64,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
43,"Private","Some-college","Divorced","Blue-Collar","White","Male",40,0
44,"Private","Assoc","Single","Service","White","Male",25,0
47,"Government","HS-grad","Separated","White-Collar","White","Female",40,0
32,"Private","School","Married","Blue-Collar","White","Male",40,0
20,"Private","Some-college","Single","Sales","White","Female",30,0
33,"Private","Some-college","Single","White-Collar","White","Female",38,0
52,"Private","HS-grad","Divorced","White-Collar","White","Female",40,0
49,"Private","School","Married","Blue-Collar","White","Male",40,0
31,"Private","HS-grad","Married","Sales","White","Female",18,0
62,"Self-Employed","HS-grad","Single","Service","White","Female",6,0
44,"Private","Some-college","Divorced","Blue-Collar","White","Male",55,0
28,"Government","HS-grad","Married","Service","White","Male",40,0
68,"Government","Masters","Widowed","Professional","Other","Female",40,1
40,"Government","Some-college","Single","White-Collar","White","Female",40,0
46,"Private","School","Single","Blue-Collar","White","Male",50,0
22,"Private","HS-grad","Single","Blue-Collar","White","Female",40,0
37,"Self-Employed","Bachelors","Divorced","Service","White","Male",15,0
62,"Private","Masters","Single","Professional","White","Male",70,0
37,"Private","Bachelors","Married","White-Collar","White","Male",50,1
35,"Private","HS-grad","Single","Sales","White","Male",40,1
44,"Private","HS-grad","Married","Sales","White","Male",68,0
41,"Private","Assoc","Married","Sales","White","Male",40,1
36,"Government","Bachelors","Divorced","Professional","White","Male",40,0
26,"Private","Bachelors","Divorced","Service","White","Female",45,0
48,"Government","HS-grad","Married","Blue-Collar","Other","Male",40,1
21,"Private","HS-grad","Single","Service","White","Female",28,0
39,"Private","Prof-school","Married","Blue-Collar","White","Male",40,1
38,"Private","Assoc","Divorced","Professional","White","Female",40,1
44,"Private","Assoc","Married","Blue-Collar","White","Male",40,1
56,"Private","School","Married","Sales","Other","Female",30,1
25,"Private","School","Single","Blue-Collar","White","Male",40,0
32,"Government","Bachelors","Single","Professional","White","Female",50,0
47,"Private","Some-college","Single","White-Collar","White","Female",40,1
26,"Private","Some-college","Single","Blue-Collar","White","Male",40,0
31,"Private","Bachelors","Single","Professional","Other","Female",60,1
23,"Private","Assoc","Single","White-Collar","White","Male",40,0
41,"Government","Some-college","Divorced","Professional","White","Female",40,1
55,"Self-Employed","Some-college","Married","White-Collar","Other","Male",25,0
23,"Private","Some-college","Divorced","White-Collar","White","Female",25,0
45,"Private","HS-grad","Married","White-Collar","Other","Male",40,1
42,"Government","Bachelors","Married","White-Collar","White","Male",40,0
29,"Private","Some-college","Single","Professional","White","Male",15,0
48,"Private","Masters","Married","White-Collar","White","Male",40,0
36,"Private","Some-college","Divorced","Blue-Collar","White","Male",40,0
52,"Self-Employed","Bachelors","Married","Sales","White","Male",50,1
46,"Private","Assoc","Divorced","Blue-Collar","White","Male",40,0
34,"Private","Some-college","Single","White-Collar","White","Male",40,0
27,"Government","Assoc","Single","White-Collar","White","Female",40,0
18,"Private","HS-grad","Single","Blue-Collar","White","Female",40,0
18,"Private","Some-college","Single","Service","White","Female",24,0
42,"Private","School","Married","Blue-Collar","White","Male",40,0
64,"Other/Unknown","Some-college","Married","Other/Unknown","White","Male",40,0
36,"Private","Masters","Married","White-Collar","White","Male",45,1
20,"Other/Unknown","School","Single","Other/Unknown","Other","Female",20,0
52,"Self-Employed","Prof-school","Married","Sales","White","Male",40,1
44,"Self-Employed","Bachelors","Married","White-Collar","White","Male",45,1
53,"Private","Some-college","Married","Sales","White","Male",60,1
36,"Private","Bachelors","Married","Sales","White","Male",60,1
27,"Private","Bachelors","Single","Service","Other","Male",40,0
52,"Private","HS-grad","Married","Blue-Collar","White","Male",60,0
60,"Self-Employed","Masters","Married","Professional","White","Male",40,0
41,"Private","Assoc","Married","Service","White","Male",45,1
64,"Self-Employed","Prof-school","Married","Professional","White","Male",40,1
25,"Private","School","Single","Service","White","Male",25,0
63,"Private","School","Married","Service","Other","Male",40,0
54,"Government","Assoc","Divorced","Blue-Collar","White","Male",40,0
21,"Private","HS-grad","Single","Blue-Collar","White","Male",40,0
27,"Private","Bachelors","Single","White-Collar","White","Male",40,0
63,"Self-Employed","Masters","Married","Blue-Collar","White","Male",50,0
37,"Private","HS-grad","Divorced","Service","White","Female",30,0
22,"Private","HS-grad","Single","Blue-Collar","White","Male",35,0
54,"Private","School","Married","Blue-Collar","White","Male",40,0
54,"Private","School","Divorced","Service","White","Female",40,0
60,"Government","HS-grad","Married","Service","White","Male",40,0
19,"Private","School","Single","Blue-Collar","White","Male",25,0
25,"Government","HS-grad","Divorced","White-Collar","White","Female",40,0
51,"Government","HS-grad","Married","White-Collar","White","Female",40,0
47,"Government","HS-grad","Single","White-Collar","White","Female",40,0
44,"Self-Employed","School","Single","Blue-Collar","White","Male",50,0
18,"Other/Unknown","Some-college","Single","Other/Unknown","White","Female",30,0
57,"Private","HS-grad","Widowed","Professional","White","Female",57,0
22,"Private","Some-college","Single","Sales","White","Male",34,0
36,"Government","Some-college","Divorced","Service","Other","Female",20,0
33,"Other/Unknown","HS-grad","Married","Other/Unknown","White","Female",38,0
39,"Private","Some-college","Married","Blue-Collar","White","Male",40,0
49,"Private","Doctorate","Married","Professional","Other","Male",50,1
41,"Private","HS-grad","Married","Service","Other","Male",40,0
35,"Private","Some-college","Married","White-Collar","White","Male",38,0
40,"Self-Employed","Assoc","Divorced","Sales","White","Female",40,0
30,"Private","Bachelors","Single","White-Collar","White","Female",40,0
25,"Private","HS-grad","Single","Sales","White","Male",37,0
25,"Private","Some-college","Married","White-Collar","Other","Male",36,1
37,"Private","Masters","Married","White-Collar","White","Male",50,1
53,"Self-Employed","Prof-school","Divorced","Professional","White","Male",60,1
34,"Self-Employed","Assoc","Single","Professional","White","Female",25,0
22,"Private","HS-grad","Single","Service","White","Male",40,0
18,"Private","HS-grad","Single","Sales","White","Female",20,0
52,"Other/Unknown","Masters","Married","Other/Unknown","White","Female",40,1
45,"Private","HS-grad","Divorced","Sales","Other","Male",40,0
19,"Private","Some-college","Single","White-Collar","White","Female",40,0
33,"Self-Employed","Bachelors","Married","Sales","White","Male",65,0
45,"Government","Some-college","Married","White-Collar","White","Male",40,0
43,"Government","Bachelors","Married","White-Collar","White","Male",35,1
40,"Private","HS-grad","Married","Blue-Collar","White","Male",35,0
41,"Self-Employed","Bachelors","Married","Blue-Collar","White","Male",75,1
25,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
22,"Private","Bachelors","Single","White-Collar","White","Female",32,0
52,"Private","Some-college","Single","White-Collar","White","Male",45,0
45,"Government","Some-college","Married","White-Collar","White","Male",40,1
32,"Government","Doctorate","Single","Professional","White","Female",70,0
26,"Private","Bachelors","Single","Blue-Collar","White","Male",20,0
24,"Private","Some-college","Divorced","Service","Other","Male",40,0
37,"Private","HS-grad","Divorced","Blue-Collar","Other","Female",40,0
49,"Private","HS-grad","Divorced","Service","White","Female",40,0
43,"Government","Masters","Married","Professional","White","Male",50,0
35,"Private","HS-grad","Single","Blue-Collar","White","Male",40,0
37,"Private","Prof-school","Married","Professional","White","Male",50,1
17,"Private","School","Single","Sales","White","Male",20,0
48,"Private","HS-grad","Married","Blue-Collar","White","Male",55,1
40,"Other/Unknown","Masters","Divorced","Other/Unknown","White","Female",55,0
26,"Private","Some-college","Single","White-Collar","White","Male",40,0
35,"Private","Bachelors","Married","Blue-Collar","Other","Male",40,1
21,"Private","Some-college","Single","Sales","White","Female",15,0
54,"Private","School","Divorced","Service","White","Male",70,0
40,"Private","Bachelors","Divorced","White-Collar","Other","Female",40,0
51,"Private","Some-college","Separated","White-Collar","Other","Female",40,0
60,"Self-Employed","HS-grad","Married","Service","Other","Female",50,0
22,"Private","Some-college","Single","Sales","White","Male",8,0
20,"Private","HS-grad","Single","Blue-Collar","White","Male",40,0
21,"Private","School","Single","Blue-Collar","White","Male",40,0
21,"Private","Some-college","Single","Blue-Collar","White","Male",40,0
43,"Private","Some-college","Divorced","White-Collar","White","Female",44,0
36,"Private","Bachelors","Married","Blue-Collar","White","Male",50,1
65,"Government","HS-grad","Married","White-Collar","White","Male",40,1
48,"Private","HS-grad","Married","Blue-Collar","White","Male",40,1
37,"Private","Masters","Separated","White-Collar","White","Male",60,1
20,"Private","School","Single","Blue-Collar","White","Male",40,0
41,"Government","HS-grad","Divorced","White-Collar","White","Female",40,0
55,"Self-Employed","School","Married","Blue-Collar","White","Male",50,0
39,"Government","Bachelors","Divorced","Professional","White","Female",40,0
41,"Government","Some-college","Married","Blue-Collar","White","Female",40,1
80,"Private","Assoc","Married","Blue-Collar","White","Male",24,0
59,"Government","School","Married","Blue-Collar","White","Male",40,0
52,"Private","School","Married","Blue-Collar","White","Male",40,1
39,"Private","Bachelors","Married","White-Collar","White","Male",50,1
56,"Self-Employed","Some-college","Married","Professional","Other","Male",50,0
69,"Government","HS-grad","Widowed","White-Collar","Other","Female",20,0
49,"Private","Bachelors","Married","White-Collar","White","Male",50,1
33,"Private","HS-grad","Married","White-Collar","White","Male",40,0
28,"Self-Employed","HS-grad","Married","White-Collar","White","Male",45,1
49,"Private","Some-college","Married","White-Collar","White","Male",40,1
51,"Government","HS-grad","Married","Blue-Collar","White","Male",40,0
42,"Private","Some-college","Divorced","Service","White","Female",32,0
66,"Private","HS-grad","Widowed","White-Collar","White","Female",13,0
44,"Private","Assoc","Separated","Blue-Collar","White","Male",48,1
26,"Private","HS-grad","Divorced","Sales","White","Male",40,0
43,"Private","Some-college","Divorced","White-Collar","White","Female",40,0
28,"Private","School","Single","Blue-Collar","White","Female",40,0
25,"Other/Unknown","Bachelors","Single","Other/Unknown","White","Female",30,0
17,"Private","School","Single","Sales","White","Female",8,0
52,"Private","Bachelors","Married","Blue-Collar","White","Male",50,1
34,"Other/Unknown","HS-grad","Separated","Other/Unknown","White","Female",8,0
24,"Private","Some-college","Single","Blue-Collar","White","Male",40,0
41,"Other/Unknown","Bachelors","Married","Other/Unknown","White","Male",30,0
65,"Private","Some-college","Widowed","Sales","White","Female",45,0
36,"Self-Employed","Some-college","Married","Blue-Collar","White","Male",40,1
19,"Private","HS-grad","Single","Blue-Collar","White","Male",30,0
43,"Private","Some-college","Married","Sales","White","Male",45,0
39,"Government","Masters","Married","Professional","White","Female",50,1
48,"Private","School","Married","Blue-Collar","White","Male",40,1
50,"Government","Assoc","Married","Service","White","Male",40,1
21,"Private","Some-college","Single","Service","White","Male",25,0
36,"Private","HS-grad","Single","Service","Other","Female",40,0
33,"Private","HS-grad","Married","Service","Other","Male",36,0
50,"Government","Bachelors","Married","White-Collar","White","Male",40,0
49,"Government","Masters","Married","Sales","White","Male",80,1
34,"Private","Bachelors","Single","Sales","Other","Male",45,0
70,"Self-Employed","Doctorate","Married","White-Collar","White","Male",40,1
39,"Private","HS-grad","Divorced","Blue-Collar","White","Male",40,0
44,"Private","Some-college","Divorced","Professional","White","Female",40,0
32,"Private","Bachelors","Married","Service","White","Female",40,1
40,"Private","School","Single","Blue-Collar","Other","Male",49,0
46,"Private","HS-grad","Married","Blue-Collar","Other","Male",40,1
21,"Other/Unknown","Some-college","Single","Other/Unknown","White","Male",20,0
40,"Private","Bachelors","Married","Service","Other","Female",52,1
47,"Private","School","Divorced","Blue-Collar","White","Male",8,0
19,"Private","HS-grad","Single","White-Collar","White","Male",30,0
22,"Private","Some-college","Single","White-Collar","White","Female",16,0
20,"Private","Some-college","Single","Service","White","Female",16,0
46,"Government","Bachelors","Divorced","Professional","White","Female",25,1
41,"Private","Bachelors","Married","Professional","White","Male",45,1
17,"Private","School","Single","Professional","Other","Female",15,0
41,"Private","HS-grad","Married","Blue-Collar","Other","Male",40,0
28,"Private","HS-grad","Separated","Blue-Collar","White","Male",40,0
20,"Other/Unknown","Some-college","Single","Other/Unknown","White","Male",25,0
24,"Private","HS-grad","Single","Service","White","Male",40,0
33,"Private","Some-college","Married","White-Collar","White","Male",50,0
44,"Government","Some-college","Married","White-Collar","White","Male",55,1
26,"Self-Employed","HS-grad","Single","Professional","Other","Female",40,0
47,"Self-Employed","Assoc","Married","Sales","White","Male",40,1
24,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
58,"Government","Bachelors","Married","White-Collar","Other","Male",40,1
41,"Private","HS-grad","Married","Blue-Collar","White","Male",60,0
38,"Self-Employed","School","Married","Sales","White","Male",35,1
21,"Private","Some-college","Single","White-Collar","White","Female",40,0
33,"Private","Some-college","Single","White-Collar","White","Male",45,0
23,"Other/Unknown","Some-college","Single","Other/Unknown","White","Female",32,0
40,"Private","School","Divorced","Blue-Collar","White","Female",40,0
47,"Government","HS-grad","Divorced","White-Collar","White","Female",40,0
41,"Private","Bachelors","Divorced","White-Collar","Other","Female",40,0
38,"Private","Bachelors","Married","Blue-Collar","White","Male",50,0
50,"Private","School","Divorced","Service","White","Female",40,0
45,"Private","HS-grad","Married","Blue-Collar","Other","Male",40,0
65,"Other/Unknown","Bachelors","Married","Other/Unknown","White","Male",40,1
33,"Private","HS-grad","Single","Blue-Collar","White","Male",40,0
34,"Government","Assoc","Single","White-Collar","White","Male",40,0
65,"Private","Masters","Divorced","Sales","White","Male",28,0
24,"Private","School","Single","Blue-Collar","White","Male",39,0
26,"Private","Bachelors","Single","Blue-Collar","White","Male",40,0
55,"Private","HS-grad","Divorced","Blue-Collar","White","Male",40,0
66,"Private","Bachelors","Divorced","Professional","White","Female",8,0
43,"Government","Bachelors","Married","Professional","White","Male",40,0
37,"Private","Bachelors","Single","White-Collar","Other","Female",40,0
22,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
21,"Private","School","Married","Blue-Collar","White","Male",40,0
69,"Other/Unknown","Prof-school","Married","Other/Unknown","White","Female",25,0
27,"Private","Masters","Single","Blue-Collar","White","Female",40,0
48,"Private","HS-grad","Married","White-Collar","White","Male",45,1
24,"Private","Bachelors","Single","Professional","White","Female",40,0
18,"Other/Unknown","School","Single","Other/Unknown","White","Female",10,0
53,"Government","HS-grad","Widowed","Service","White","Female",30,0
26,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
60,"Private","Some-college","Married","Sales","White","Male",40,1
21,"Private","Some-college","Single","Service","White","Female",60,0
39,"Private","School","Married","Service","White","Male",40,0
45,"Private","Some-college","Married","White-Collar","White","Male",60,1
76,"Self-Employed","HS-grad","Married","Blue-Collar","White","Male",30,0
19,"Private","Some-college","Single","Service","White","Female",30,0
34,"Private","Some-college","Married","Professional","Other","Male",40,1
54,"Private","Some-college","Divorced","Blue-Collar","White","Male",40,0
23,"Private","Bachelors","Single","White-Collar","White","Female",40,0
44,"Government","School","Divorced","Blue-Collar","White","Male",40,0
27,"Private","Some-college","Divorced","White-Collar","Other","Female",40,0
23,"Private","School","Single","Blue-Collar","Other","Male",40,0
37,"Self-Employed","HS-grad","Married","Blue-Collar","White","Male",50,0
41,"Private","HS-grad","Married","Blue-Collar","White","Male",40,1
21,"Government","Some-college","Single","White-Collar","White","Female",35,0
37,"Government","HS-grad","Married","White-Collar","White","Male",40,1
63,"Private","HS-grad","Single","Blue-Collar","White","Male",40,0
35,"Private","School","Married","Blue-Collar","White","Male",40,0
47,"Private","School","Married","Blue-Collar","Other","Male",56,0
41,"Private","Some-college","Single","Blue-Collar","White","Male",40,0
50,"Self-Employed","HS-grad","Divorced","Professional","Other","Female",60,0
26,"Self-Employed","HS-grad","Single","Sales","White","Male",50,0
36,"Government","Some-college","Married","Service","White","Male",42,1
47,"Private","Some-college","Married","Professional","White","Male",40,1
51,"Private","Some-college","Divorced","White-Collar","Other","Female",50,0
41,"Private","HS-grad","Divorced","White-Collar","Other","Female",40,0
40,"Private","Prof-school","Married","Professional","White","Female",30,1
32,"Private","Bachelors","Married","White-Collar","White","Male",50,0
37,"Government","Bachelors","Married","White-Collar","White","Male",40,1
40,"Self-Employed","Bachelors","Divorced","White-Collar","White","Male",40,0
56,"Private","Bachelors","Married","Blue-Collar","White","Male",40,0
50,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
28,"Private","School","Married","Blue-Collar","White","Male",42,0
28,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
19,"Self-Employed","School","Single","White-Collar","White","Female",30,0
44,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
42,"Self-Employed","Prof-school","Divorced","Professional","White","Female",44,1
47,"Private","Some-college","Married","White-Collar","White","Male",40,1
31,"Private","Some-college","Married","Blue-Collar","White","Male",40,0
61,"Private","School","Married","Service","White","Male",40,1
21,"Private","Some-college","Single","White-Collar","White","Female",40,0
26,"Private","Bachelors","Married","Service","White","Male",45,1
58,"Private","HS-grad","Married","White-Collar","White","Female",40,1
35,"Private","Bachelors","Married","Professional","Other","Female",40,0
35,"Private","Assoc","Single","White-Collar","Other","Female",40,0
29,"Government","Assoc","Single","White-Collar","White","Male",40,0
40,"Private","Masters","Married","Professional","White","Male",40,1
33,"Private","Bachelors","Married","Sales","White","Male",55,1
38,"Self-Employed","Some-college","Divorced","Blue-Collar","White","Male",40,0
50,"Self-Employed","Assoc","Single","Service","White","Male",50,0
66,"Private","Some-college","Married","Service","White","Male",40,1
36,"Government","Some-college","Married","Service","White","Male",40,1
33,"Private","School","Single","Sales","White","Female",40,0
55,"Government","Masters","Married","White-Collar","White","Male",60,1
46,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
36,"Private","Assoc","Single","Blue-Collar","White","Male",40,0
41,"Other/Unknown","School","Divorced","Other/Unknown","White","Female",40,0
30,"Private","HS-grad","Divorced","Service","White","Female",32,0
29,"Private","School","Single","White-Collar","White","Male",42,0
60,"Other/Unknown","Some-college","Widowed","Other/Unknown","Other","Female",40,0
24,"Private","HS-grad","Separated","Sales","White","Female",48,0
42,"Self-Employed","Some-college","Separated","Service","Other","Female",50,0
26,"Private","HS-grad","Separated","White-Collar","White","Female",40,0
37,"Private","Bachelors","Married","Professional","White","Male",40,0
27,"Private","School","Single","Blue-Collar","White","Male",48,0
26,"Private","HS-grad","Married","Blue-Collar","White","Male",48,0
23,"Private","Assoc","Single","Blue-Collar","White","Male",50,0
60,"Private","Masters","Married","White-Collar","White","Male",60,1
49,"Government","HS-grad","Divorced","White-Collar","Other","Female",40,0
46,"Private","Some-college","Married","White-Collar","White","Male",40,0
21,"Private","HS-grad","Single","Blue-Collar","White","Male",40,0
48,"Self-Employed","Prof-school","Married","Blue-Collar","White","Male",60,0
70,"Self-Employed","School","Divorced","Sales","White","Male",45,0
44,"Government","Masters","Single","Professional","White","Female",55,0
58,"Private","Bachelors","Married","Sales","White","Male",40,0
41,"Private","Assoc","Divorced","White-Collar","Other","Female",40,0
54,"Private","School","Divorced","Blue-Collar","White","Female",40,0
42,"Self-Employed","Masters","Divorced","White-Collar","Other","Male",60,1
28,"Private","School","Divorced","Blue-Collar","White","Male",40,0
65,"Private","School","Married","Blue-Collar","White","Male",20,0
35,"Self-Employed","HS-grad","Married","Blue-Collar","White","Male",35,0
82,"Private","School","Widowed","Service","White","Male",20,0
48,"Self-Employed","Some-college","Married","Blue-Collar","White","Male",50,1
44,"Private","Doctorate","Married","White-Collar","Other","Male",40,1
68,"Private","Masters","Single","White-Collar","White","Female",20,0
42,"Private","HS-grad","Married","Service","White","Male",40,0
24,"Private","HS-grad","Single","White-Collar","White","Female",37,0
54,"Private","Some-college","Married","Blue-Collar","Other","Male",40,0
22,"Private","Some-college","Single","Blue-Collar","White","Male",40,0
43,"Self-Employed","Some-college","Married","Blue-Collar","White","Male",84,0
17,"Private","School","Single","Service","White","Female",35,0
46,"Self-Employed","HS-grad","Divorced","Blue-Collar","White","Male",50,0
59,"Private","Some-college","Married","Service","White","Male",40,1
37,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
70,"Other/Unknown","HS-grad","Married","Other/Unknown","White","Male",24,0
57,"Self-Employed","HS-grad","Married","Sales","White","Male",30,1
47,"Other/Unknown","HS-grad","Married","Other/Unknown","White","Female",35,0
31,"Private","HS-grad","Single","Sales","Other","Female",24,0
23,"Private","HS-grad","Single","White-Collar","White","Female",40,0
17,"Private","School","Single","Service","White","Female",25,0
63,"Private","School","Married","Professional","Other","Male",30,0
44,"Private","Prof-school","Divorced","Professional","White","Male",55,1
30,"Private","Prof-school","Married","Professional","White","Male",60,1
23,"Private","Some-college","Single","Professional","White","Male",20,0
44,"Private","Masters","Married","Professional","White","Male",60,1
24,"Private","Some-college","Single","Sales","White","Female",40,0
34,"Private","Some-college","Single","Blue-Collar","White","Male",20,0
37,"Private","Some-college","Married","Blue-Collar","White","Male",65,0
24,"Private","School","Single","Blue-Collar","White","Female",40,0
32,"Private","HS-grad","Divorced","Blue-Collar","Other","Female",40,0
42,"Self-Employed","HS-grad","Married","Blue-Collar","Other","Male",25,0
20,"Private","Some-college","Single","Service","White","Female",10,0
