emp_length,annual_inc,open_acc,credit_years,grade,home_ownership,purpose,addr_state,loan_status
6,66888,3,25,C,MORTGAGE,purchase,FL,1
2,158400,9,20,C,MORTGAGE,purchase,CA,1
10,30000,3,10,B,RENT,debt,Other,1
1,37500,14,19,A,RENT,purchase,Other,1
5,24000,21,18,A,RENT,purchase,CA,1
7,84996,8,17,D,MORTGAGE,purchase,Other,1
4,81996,12,11,D,RENT,debt,CA,1
3,38004,6,10,C,OWN,purchase,Other,1
4,25000,7,5,A,OWN,debt,Other,1
8,46000,4,19,B,OWN,debt,Other,1
10,150000,13,9,D,MORTGAGE,purchase,CA,1
10,39520,11,14,A,OWN,purchase,NY,1
1,53800,4,9,B,RENT,debt,CA,1
1,110000,7,13,B,RENT,debt,CA,1
10,66000,15,26,A,MORTGAGE,purchase,NY,1
1,30000,5,6,B,RENT,debt,Other,1
10,100000,14,13,C,MORTGAGE,purchase,FL,1
6,40000,12,16,C,RENT,purchase,FL,1
1,60000,5,10,B,OWN,debt,GA,1
4,27000,6,5,C,RENT,debt,Other,1
1,47000,10,3,B,MORTGAGE,debt,Other,1
3,78540,9,7,D,MORTGAGE,debt,CA,1
6,50000,9,21,D,RENT,debt,CA,0
10,89400,4,17,D,RENT,purchase,CA,1
5,21600,5,5,C,MORTGAGE,purchase,Other,0
1,45600,5,11,B,RENT,debt,CA,1
10,79200,8,12,A,OWN,purchase,TX,1
3,44004,2,4,D,RENT,purchase,Other,1
10,55000,9,16,C,MORTGAGE,debt,Other,0
5,65000,8,8,B,MORTGAGE,debt,FL,1
2,60612,6,6,C,MORTGAGE,debt,CA,1
1,39996,4,5,E,RENT,debt,CA,1
3,60000,11,16,A,RENT,purchase,CA,1
3,69476,13,14,A,RENT,debt,Other,1
8,68000,9,17,B,MORTGAGE,debt,FL,1
10,145000,11,27,B,MORTGAGE,purchase,FL,1
5,132000,15,21,B,MORTGAGE,debt,CA,1
4,37417,13,12,B,MORTGAGE,debt,Other,0
6,108000,12,9,A,MORTGAGE,purchase,NY,1
4,48000,10,19,C,RENT,purchase,Other,1
4,85000,17,22,A,MORTGAGE,purchase,IL,1
10,74265,10,17,A,MORTGAGE,purchase,NY,1
9,87504,17,18,B,OWN,debt,Other,0
1,60000,12,10,A,RENT,purchase,NY,1
7,40080,8,5,A,RENT,purchase,CA,1
3,30000,7,4,C,RENT,purchase,NY,1
3,38599.8,7,9,B,RENT,debt,Other,1
1,106000,7,16,E,MORTGAGE,purchase,Other,0
4,50000,15,3,E,RENT,debt,NY,1
3,60000,6,19,D,RENT,purchase,CA,1
3,150000,11,23,C,RENT,debt,CA,1
10,112000,13,24,C,MORTGAGE,small_business,Other,1
3,60000,9,10,D,OWN,purchase,NY,1
3,37500,3,20,D,RENT,debt,GA,1
3,42000,8,11,D,MORTGAGE,debt,Other,1
2,62000,17,7,A,RENT,purchase,TX,1
5,42000,5,4,D,RENT,debt,FL,1
10,38000,8,11,A,MORTGAGE,debt,Other,1
10,58000,10,24,A,MORTGAGE,debt,Other,1
10,158000,7,15,B,OWN,debt,NY,1
10,125000,11,18,B,MORTGAGE,debt,Other,1
6,100000,10,11,A,MORTGAGE,purchase,NY,1
8,91000,20,20,C,RENT,debt,TX,1
5,30000,10,21,A,MORTGAGE,debt,Other,1
3,64584,11,8,D,MORTGAGE,debt,Other,1
2,89000,8,23,B,RENT,debt,Other,1
2,45600,11,10,C,RENT,debt,CA,1
10,89000,19,20,A,OWN,purchase,Other,1
7,60000,7,13,C,RENT,purchase,IL,1
1,120000,11,15,A,MORTGAGE,purchase,Other,1
3,55000,5,17,A,RENT,debt,NY,1
1,70000,7,20,A,RENT,debt,GA,1
4,79000,5,14,B,MORTGAGE,debt,Other,0
5,25000,16,5,B,RENT,debt,CA,1
10,57600,9,17,A,MORTGAGE,debt,Other,1
10,54996,9,12,C,MORTGAGE,purchase,GA,0
6,35520,5,4,E,RENT,debt,CA,1
7,41000,4,8,C,RENT,debt,Other,1
6,25000,9,10,C,RENT,debt,Other,1
10,120000,11,13,E,MORTGAGE,debt,Other,0
5,33600,3,7,C,RENT,small_business,CA,0
1,65004,21,34,C,MORTGAGE,debt,FL,0
10,45943,6,10,A,MORTGAGE,purchase,Other,1
1,75600,8,8,B,RENT,debt,NY,1
10,54000,10,13,A,MORTGAGE,debt,Other,1
4,57600,4,7,B,RENT,purchase,NY,0
1,59000,5,17,A,MORTGAGE,small_business,CA,1
4,31200,13,9,A,MORTGAGE,debt,CA,1
2,40000,6,10,A,RENT,debt,GA,1
3,50000,11,5,B,RENT,debt,Other,0
2,133900,9,17,E,MORTGAGE,purchase,NY,1
3,48980,3,11,C,RENT,debt,NY,1
9,85000,8,20,B,MORTGAGE,purchase,CA,1
6,81000,11,10,B,MORTGAGE,debt,CA,1
9,33800,7,12,A,MORTGAGE,debt,Other,1
8,180415.44,8,22,A,MORTGAGE,debt,Other,1
3,45000,11,7,E,RENT,debt,Other,1
10,56655,17,32,C,MORTGAGE,debt,Other,1
10,115000,12,26,B,MORTGAGE,debt,Other,1
2,21403.2,6,11,B,MORTGAGE,purchase,Other,1
5,72000,7,13,B,RENT,debt,Other,1
1,26592,6,9,A,RENT,debt,Other,0
1,100000,9,14,A,MORTGAGE,debt,Other,1
4,46800,8,10,A,MORTGAGE,purchase,TX,1
10,110000,9,20,G,MORTGAGE,debt,GA,1
5,30000,3,6,E,RENT,purchase,Other,1
3,32960,6,9,A,RENT,debt,Other,1
10,42000,11,16,B,MORTGAGE,small_business,NY,0
1,136000,7,20,C,MORTGAGE,debt,Other,1
6,64000,7,14,A,RENT,purchase,NY,1
8,91985.28,7,16,A,MORTGAGE,purchase,CA,1
1,50000,6,19,A,RENT,debt,CA,1
2,40000,10,8,A,RENT,debt,Other,1
5,47360,3,18,D,RENT,purchase,Other,1
8,75000,8,10,A,RENT,purchase,Other,1
10,60000,9,29,A,OWN,debt,NY,1
1,36072,7,13,A,RENT,purchase,Other,1
10,65000,13,14,B,MORTGAGE,debt,NY,1
2,31500,6,5,C,RENT,debt,TX,1
1,170000,17,28,A,RENT,purchase,CA,1
1,84000,15,34,B,MORTGAGE,purchase,Other,1
8,85000,8,24,E,MORTGAGE,debt,FL,1
1,68000,8,13,B,MORTGAGE,small_business,Other,1
10,99000,12,12,A,MORTGAGE,debt,Other,1
4,22100,9,13,C,RENT,purchase,NY,1
1,19992,14,9,D,RENT,debt,Other,0
10,40000,6,16,B,MORTGAGE,purchase,CA,0
6,115000,8,12,A,MORTGAGE,debt,Other,1
1,65000,17,8,C,RENT,debt,NY,1
5,35000,6,6,A,RENT,debt,Other,1
6,64000,13,11,C,RENT,debt,Other,1
6,60000,8,9,C,MORTGAGE,small_business,CA,0
3,88500,8,13,A,MORTGAGE,purchase,GA,1
1,45000,9,13,C,RENT,debt,CA,0
7,102000,8,9,D,MORTGAGE,purchase,Other,1
10,70000,6,13,A,RENT,debt,Other,1
2,21552,7,10,B,RENT,purchase,Other,0
2,30000,4,18,D,RENT,purchase,CA,0
10,24300,2,16,C,OWN,purchase,Other,1
1,64488,9,16,A,MORTGAGE,purchase,FL,1
5,45000,7,7,C,RENT,purchase,CA,1
6,50000,7,6,B,RENT,debt,Other,0
5,36000,10,10,A,RENT,debt,TX,1
10,132492,13,31,B,MORTGAGE,small_business,CA,1
6,60000,4,4,E,MORTGAGE,purchase,Other,1
5,84780,6,12,A,MORTGAGE,purchase,Other,1
5,90000,8,11,D,RENT,purchase,Other,1
6,70000,8,13,C,RENT,debt,NY,1
8,117000,14,18,A,MORTGAGE,purchase,Other,1
10,175000,12,22,C,MORTGAGE,debt,TX,1
1,32004,5,26,B,RENT,debt,GA,1
1,58000,17,6,E,RENT,debt,CA,1
10,80000,11,19,C,MORTGAGE,debt,TX,1
10,67114,2,16,G,RENT,debt,Other,1
1,35000,8,7,E,RENT,debt,TX,1
3,175000,8,13,C,RENT,debt,NY,1
10,93000,7,21,D,MORTGAGE,debt,Other,1
1,62000,5,12,E,RENT,debt,CA,1
2,63000,7,5,D,RENT,debt,CA,1
10,57828.84,6,10,F,RENT,debt,TX,1
6,33900,10,6,D,RENT,debt,IL,1
3,27398.4,6,5,C,RENT,debt,FL,0
2,36000,10,10,D,OWN,debt,Other,0
2,88000,14,24,C,RENT,debt,Other,1
10,24000,3,7,G,RENT,debt,FL,0
2,36000,8,18,A,MORTGAGE,purchase,CA,1
8,66360,4,14,B,MORTGAGE,debt,Other,1
6,21600,7,6,C,RENT,purchase,Other,1
7,63655,5,22,D,MORTGAGE,debt,Other,0
3,30000,5,10,B,RENT,debt,FL,1
1,21600,8,10,B,RENT,debt,CA,0
10,33600,7,20,A,OWN,purchase,Other,1
10,52800,19,18,A,MORTGAGE,purchase,IL,1
4,100000,10,11,A,MORTGAGE,debt,IL,1
3,60000,6,17,B,RENT,debt,Other,1
3,53000,10,35,E,RENT,debt,CA,1
6,79200,8,10,A,MORTGAGE,debt,Other,1
5,50000,6,16,A,OWN,debt,Other,1
10,110000,14,20,A,MORTGAGE,purchase,Other,1
4,26400,8,9,D,RENT,purchase,GA,1
3,35000,14,7,C,MORTGAGE,purchase,NY,1
8,39900,7,16,A,MORTGAGE,purchase,NY,1
9,42000,8,14,E,MORTGAGE,debt,Other,0
4,72000,8,4,B,RENT,debt,CA,1
4,8004,12,6,A,RENT,purchase,Other,1
8,52000,11,17,B,RENT,debt,Other,1
5,66352,13,14,A,MORTGAGE,debt,Other,1
10,150000,3,11,G,MORTGAGE,debt,CA,1
6,33000,10,14,A,MORTGAGE,debt,Other,1
10,55000,23,13,C,MORTGAGE,purchase,NY,1
10,56524,12,16,B,RENT,debt,GA,1
2,99996,8,13,B,MORTGAGE,purchase,Other,1
4,68496,5,7,F,RENT,debt,Other,1
5,26004,6,13,F,MORTGAGE,debt,NY,1
10,30000,6,15,C,RENT,small_business,FL,1
4,35000,10,10,A,RENT,small_business,NY,1
4,115000,14,23,A,MORTGAGE,debt,Other,1
10,115900,7,17,A,MORTGAGE,debt,GA,1
10,102200,11,29,B,MORTGAGE,debt,FL,1
10,27000,11,10,B,RENT,small_business,Other,0
6,42000,9,9,B,MORTGAGE,debt,Other,1
10,39672,10,13,C,RENT,debt,Other,1
2,51492,9,11,B,MORTGAGE,debt,Other,1
10,38400,6,17,D,MORTGAGE,purchase,Other,1
7,49500,9,7,D,RENT,debt,CA,1
1,75000,17,12,A,OWN,small_business,CA,1
5,70000,3,5,F,RENT,debt,FL,1
2,55000,11,17,B,MORTGAGE,debt,Other,1
10,77004,7,11,C,RENT,debt,NY,1
2,22800,8,5,E,RENT,purchase,CA,1
10,50400,8,9,E,RENT,debt,CA,1
4,19800,3,4,D,RENT,purchase,CA,0
10,90000,5,26,B,RENT,debt,NY,1
10,105000,6,22,D,MORTGAGE,purchase,NY,1
9,34000,7,14,A,MORTGAGE,purchase,TX,1
10,26004,9,14,A,MORTGAGE,debt,Other,0
10,35004,4,10,D,RENT,debt,NY,1
6,80000,13,12,A,MORTGAGE,purchase,TX,1
8,57000,12,18,B,MORTGAGE,debt,Other,1
10,38400,4,12,C,RENT,purchase,CA,1
10,60822,18,14,E,MORTGAGE,debt,NY,1
3,42000,5,7,B,RENT,debt,NY,1
10,90000,12,14,B,MORTGAGE,debt,Other,1
10,101568,12,23,B,MORTGAGE,purchase,CA,1
6,50000,12,8,D,RENT,debt,CA,0
10,56000,14,16,C,OWN,debt,Other,1
4,53004,13,19,E,MORTGAGE,debt,Other,1
1,48000,12,12,A,RENT,purchase,Other,1
10,125000,9,18,B,MORTGAGE,small_business,Other,1
8,48000,18,19,C,RENT,debt,TX,1
1,68500,9,7,C,RENT,purchase,NY,1
10,48000,12,12,A,RENT,purchase,Other,1
8,152004,21,27,A,MORTGAGE,purchase,NY,1
10,140000,9,22,D,MORTGAGE,debt,CA,1
4,46000,15,10,A,RENT,debt,NY,1
10,99600,11,13,B,MORTGAGE,purchase,Other,1
1,78000,21,22,A,MORTGAGE,purchase,Other,1
1,52320,6,6,E,RENT,debt,CA,1
5,30960,3,6,B,RENT,debt,Other,1
6,91000,11,10,B,MORTGAGE,purchase,FL,1
10,58000,10,22,B,MORTGAGE,debt,TX,1
2,90000,5,12,B,RENT,debt,Other,1
3,74100,12,12,C,RENT,purchase,Other,1
10,80300,19,23,E,MORTGAGE,debt,Other,1
5,30972,10,31,D,OWN,debt,IL,1
1,45004,9,8,C,RENT,debt,TX,1
4,100000,6,11,B,RENT,purchase,NY,1
5,54996,11,48,C,OWN,debt,CA,0
4,96000,7,11,E,MORTGAGE,purchase,Other,1
10,114237,9,12,C,RENT,debt,CA,1
2,105000,9,37,D,MORTGAGE,debt,Other,1
10,129996,17,29,B,MORTGAGE,purchase,IL,1
1,24000,2,14,B,RENT,debt,CA,0
4,39000,6,11,A,RENT,debt,NY,1
9,26400,8,8,D,RENT,purchase,CA,0
10,40560,7,16,C,OWN,debt,Other,1
1,57840,9,18,D,RENT,debt,CA,1
10,94848,13,14,E,MORTGAGE,debt,Other,1
5,38160,9,10,B,MORTGAGE,debt,Other,1
1,40000,5,5,B,RENT,debt,Other,1
3,154000,15,17,E,MORTGAGE,debt,Other,0
10,60000,11,37,E,MORTGAGE,debt,CA,1
10,180000,18,21,B,MORTGAGE,purchase,Other,1
3,56000,6,7,E,RENT,debt,TX,0
7,41000,7,8,E,MORTGAGE,purchase,Other,1
2,110000,14,14,A,MORTGAGE,purchase,FL,1
10,120000,11,27,D,MORTGAGE,debt,Other,1
3,47800,7,9,B,MORTGAGE,debt,Other,1
8,52800,12,14,F,OWN,purchase,Other,1
6,48000,5,10,C,MORTGAGE,small_business,IL,1
2,64000,14,11,D,RENT,purchase,GA,1
10,20004,8,13,A,RENT,purchase,CA,1
3,106000,15,6,B,RENT,debt,Other,1
10,84000,10,17,A,OWN,debt,Other,1
10,49068,5,20,C,MORTGAGE,purchase,FL,0
3,42000,9,8,D,RENT,debt,Other,0
10,65000,10,16,A,MORTGAGE,small_business,Other,1
3,45000,10,10,C,RENT,purchase,TX,0
1,31000,11,10,A,RENT,debt,Other,0
6,43000,15,11,A,RENT,debt,Other,1
2,35496,6,8,A,RENT,purchase,Other,1
4,125000,11,15,C,RENT,debt,TX,1
10,49000,11,14,D,MORTGAGE,debt,FL,1
1,55000,8,9,D,RENT,debt,Other,1
3,39900,13,5,B,RENT,purchase,FL,1
8,30000,20,13,C,RENT,debt,TX,1
5,72000,5,21,C,MORTGAGE,debt,TX,1
10,102000,6,22,B,MORTGAGE,purchase,FL,1
10,96000,7,12,D,MORTGAGE,purchase,Other,0
1,30159.96,10,5,B,RENT,debt,Other,1
5,70000,4,12,D,MORTGAGE,purchase,Other,1
5,53000,14,17,A,RENT,debt,FL,1
10,85000,9,12,D,MORTGAGE,debt,TX,1
6,50000,6,6,B,MORTGAGE,debt,Other,1
10,92256,9,14,F,MORTGAGE,debt,Other,1
2,107400,17,22,D,OWN,debt,Other,1
8,58000,10,17,A,OWN,purchase,Other,1
2,48000,11,9,B,RENT,debt,CA,1
10,75000,13,21,D,MORTGAGE,purchase,Other,1
1,66924,3,10,B,RENT,purchase,TX,1
10,72000,5,14,C,RENT,purchase,Other,1
10,50000,11,14,B,MORTGAGE,debt,Other,1
10,54000,10,21,C,MORTGAGE,debt,Other,1
10,53000,8,16,E,MORTGAGE,debt,Other,1
4,51400,4,7,C,RENT,debt,Other,1
2,36000,7,6,B,RENT,purchase,Other,1
1,12000,4,7,C,RENT,purchase,NY,1
3,68724,8,9,E,RENT,purchase,CA,1
2,39000,4,12,D,OWN,purchase,Other,1
10,155000,17,26,B,MORTGAGE,debt,CA,1
2,27600,4,4,E,MORTGAGE,debt,Other,1
1,41000,7,9,D,RENT,debt,CA,1
10,63600,10,11,B,RENT,small_business,FL,1
1,27996,13,23,C,OWN,debt,Other,1
2,120000,21,15,A,MORTGAGE,purchase,IL,1
1,20400,6,11,A,RENT,purchase,Other,0
5,28800,10,12,A,RENT,purchase,Other,1
1,20796,11,6,B,RENT,purchase,Other,0
7,46800,7,11,B,RENT,debt,NY,0
10,58000,4,11,A,MORTGAGE,small_business,Other,1
10,48996,8,10,C,MORTGAGE,debt,CA,1
1,60000,7,7,B,RENT,debt,Other,1
10,60000,16,19,A,MORTGAGE,debt,FL,1
1,50000,14,11,E,RENT,purchase,NY,1
4,53000,8,18,D,RENT,debt,Other,1
10,36000,23,24,B,MORTGAGE,debt,Other,1
10,48989,10,14,A,OWN,debt,Other,1
10,35000,2,31,D,RENT,small_business,GA,1
3,38112,8,16,D,RENT,debt,NY,1
1,52000,4,10,C,MORTGAGE,debt,Other,1
3,40000,6,18,A,MORTGAGE,purchase,Other,1
1,75000,7,7,B,RENT,debt,NY,1
10,54828,5,12,E,MORTGAGE,debt,Other,1
3,96000,11,14,A,MORTGAGE,debt,Other,1
1,35004,9,16,A,RENT,purchase,Other,1
5,47500,13,11,C,RENT,debt,NY,1
4,30000,12,14,C,MORTGAGE,debt,Other,1
10,69996,9,17,A,MORTGAGE,purchase,TX,1
1,96000,11,15,D,MORTGAGE,debt,CA,1
2,85000,8,15,D,MORTGAGE,purchase,GA,1
2,42000,16,12,A,RENT,debt,FL,1
2,28000,12,10,B,RENT,debt,Other,1
10,35000,10,20,A,MORTGAGE,debt,FL,0
10,51996,6,9,C,RENT,debt,FL,1
3,60000,3,6,E,RENT,small_business,IL,0
1,89000,8,21,B,RENT,purchase,Other,1
6,129996,13,15,B,RENT,debt,CA,1
4,35000,14,14,D,RENT,debt,Other,0
4,74872,10,27,A,RENT,purchase,Other,1
10,82000,9,14,E,MORTGAGE,purchase,Other,1
1,90000,12,10,E,RENT,debt,NY,1
1,45000,9,8,E,RENT,small_business,NY,1
10,40581,9,12,C,RENT,debt,Other,1
10,175000,13,22,A,MORTGAGE,debt,TX,1
8,39996,3,6,D,MORTGAGE,purchase,Other,1
2,32600,3,17,C,OWN,purchase,CA,1
6,55000,16,6,E,RENT,debt,NY,1
3,100000,9,16,C,MORTGAGE,debt,Other,1
1,27000,5,28,A,RENT,purchase,CA,1
4,166000,15,23,A,RENT,small_business,Other,1
1,36000,5,7,C,RENT,debt,CA,1
10,60000,7,12,E,OWN,debt,Other,1
4,72000,3,13,D,MORTGAGE,purchase,CA,1
3,38000,9,13,E,MORTGAGE,debt,GA,1
9,121400,4,14,B,MORTGAGE,debt,CA,1
4,96000,6,5,B,MORTGAGE,purchase,CA,1
4,140000,10,20,A,MORTGAGE,debt,Other,1
10,40000,8,11,C,RENT,debt,Other,1
2,125000,10,24,B,MORTGAGE,debt,Other,1
3,32000,9,10,B,MORTGAGE,debt,Other,1
9,43000,5,12,D,RENT,debt,NY,1
10,137000,16,22,A,OWN,purchase,Other,1
3,46800,5,10,D,RENT,debt,NY,1
10,130000,6,14,B,MORTGAGE,purchase,GA,1
10,52000,7,23,C,OWN,purchase,Other,1
10,97000,19,18,B,MORTGAGE,purchase,Other,1
4,43300,7,8,C,RENT,purchase,Other,1
8,40000,8,17,A,MORTGAGE,debt,NY,1
10,32642,3,7,B,MORTGAGE,debt,CA,1
10,53000,11,20,D,MORTGAGE,debt,FL,0
3,28560,6,4,B,RENT,purchase,NY,0
10,44991.48,6,16,C,MORTGAGE,debt,TX,1
8,76300,13,21,C,RENT,small_business,CA,1
1,125000,2,15,C,MORTGAGE,purchase,CA,1
6,59500,8,11,A,MORTGAGE,purchase,TX,1
10,130000,11,23,D,MORTGAGE,debt,CA,1
4,70000,12,19,B,RENT,debt,NY,1
2,21000,6,13,B,RENT,purchase,Other,1
10,41808,2,6,E,RENT,debt,CA,1
7,63000,11,10,C,RENT,debt,Other,1
10,75996,15,12,D,MORTGAGE,purchase,Other,1
5,50000,7,6,F,MORTGAGE,debt,CA,1
6,103000,8,16,B,MORTGAGE,debt,Other,1
4,65000,8,17,E,MORTGAGE,debt,Other,1
10,69996,15,25,A,MORTGAGE,purchase,Other,1
4,19200,5,6,A,RENT,purchase,Other,1
1,45000,14,7,C,RENT,purchase,NY,1
10,97665,11,14,C,MORTGAGE,debt,IL,1
1,65400,13,20,C,RENT,debt,CA,1
8,90000,12,14,B,MORTGAGE,purchase,Other,1
3,34000,10,7,C,OWN,debt,FL,0
5,42000,6,13,B,RENT,debt,IL,1
6,54000,5,4,E,RENT,purchase,Other,1
3,90000,5,14,B,RENT,purchase,FL,1
10,88000,6,9,B,MORTGAGE,debt,NY,1
7,81754,13,15,C,MORTGAGE,debt,CA,1
6,110000,17,15,C,RENT,debt,NY,0
6,24996,9,7,A,RENT,purchase,Other,1
1,53500,15,9,C,RENT,debt,Other,1
6,73000,10,7,C,MORTGAGE,debt,Other,1
5,44500,9,5,A,RENT,small_business,FL,1
4,75000,17,5,E,MORTGAGE,debt,Other,0
5,76000,11,20,A,MORTGAGE,debt,FL,1
3,14400,5,3,D,RENT,debt,Other,0
3,35100,9,3,D,MORTGAGE,debt,Other,1
4,111147.66,14,16,C,MORTGAGE,debt,CA,1
1,52500,6,12,B,RENT,purchase,TX,1
10,31000,7,16,D,MORTGAGE,debt,Other,0
1,52600,13,9,B,RENT,purchase,Other,1
1,159996,12,20,B,OWN,purchase,GA,1
7,74760,6,29,B,MORTGAGE,purchase,Other,1
10,95000,10,29,B,MORTGAGE,small_business,Other,1
10,110000,15,16,C,MORTGAGE,purchase,IL,1
4,85000,16,13,C,OWN,debt,NY,1
1,65000,10,17,A,RENT,purchase,Other,1
10,48000,7,25,D,RENT,debt,CA,1
4,86004,7,20,D,MORTGAGE,debt,Other,1
5,57600,11,21,B,RENT,purchase,Other,1
3,140000,11,13,B,MORTGAGE,debt,Other,1
4,86000,9,19,B,MORTGAGE,debt,Other,1
4,19968,5,4,C,RENT,purchase,Other,1
2,36000,6,9,B,MORTGAGE,debt,Other,1
2,30000,14,8,C,MORTGAGE,debt,NY,1
1,18996,3,7,D,RENT,purchase,Other,1
5,60000,4,12,E,RENT,debt,Other,0
4,42400,10,10,B,MORTGAGE,debt,Other,1
10,30000,14,22,B,MORTGAGE,debt,Other,1
2,120000,9,19,B,MORTGAGE,debt,GA,1
5,18996,5,9,A,RENT,purchase,NY,1
10,116480,7,20,B,MORTGAGE,purchase,Other,1
3,32400,6,10,B,RENT,purchase,Other,1
9,73716,8,9,B,MORTGAGE,debt,CA,0
1,50000,7,21,A,MORTGAGE,debt,Other,1
2,24000,10,5,C,RENT,purchase,NY,1
9,50000,14,15,C,MORTGAGE,debt,Other,1
5,54500,11,13,F,MORTGAGE,debt,Other,1
1,31200,6,3,E,RENT,purchase,Other,1
1,110000,14,10,D,OWN,debt,IL,1
10,58000,14,14,B,RENT,debt,NY,1
10,74000,7,21,B,MORTGAGE,debt,NY,1
10,53004,11,8,B,OWN,purchase,NY,1
1,84000,12,15,E,MORTGAGE,debt,Other,1
3,185000,15,12,D,MORTGAGE,purchase,CA,1
10,60000,8,18,A,OWN,debt,Other,1
10,69996,3,14,E,MORTGAGE,purchase,Other,1
1,95000,15,21,B,MORTGAGE,purchase,Other,1
1,21600,4,10,C,RENT,debt,TX,1
1,90000,9,8,A,RENT,purchase,NY,1
10,130000,5,13,B,MORTGAGE,purchase,Other,1
4,57600,13,7,B,RENT,purchase,Other,1
8,38700,13,6,B,RENT,debt,CA,1
10,84000,8,24,B,MORTGAGE,purchase,Other,1
7,50000,9,9,F,RENT,purchase,Other,1
2,50004,11,6,B,OWN,purchase,Other,1
3,48000,8,6,F,MORTGAGE,debt,IL,1
4,30000,7,5,B,RENT,purchase,CA,1
10,55000,9,16,E,MORTGAGE,debt,Other,1
7,32918.64,7,12,C,RENT,purchase,Other,0
3,92700,10,18,B,MORTGAGE,debt,CA,1
2,14400,4,3,E,RENT,debt,TX,0
7,52800,8,10,C,RENT,debt,Other,0
2,31000,14,23,B,RENT,debt,Other,1
10,64000,13,13,B,MORTGAGE,debt,Other,1
3,96000,3,16,B,RENT,purchase,CA,1
2,58000,14,14,F,RENT,debt,TX,0
10,24996,4,15,A,OWN,purchase,Other,1
7,142500,13,11,B,MORTGAGE,debt,Other,1
1,33280,6,5,C,RENT,debt,Other,1
4,36000,4,5,C,OWN,debt,Other,1
10,80000,10,22,D,MORTGAGE,debt,Other,1
1,170000,9,16,D,RENT,debt,CA,1
5,45000,4,15,C,OWN,debt,Other,1
10,89520,5,14,C,OWN,purchase,Other,1
3,69960,9,12,A,MORTGAGE,purchase,Other,1
10,103000,7,12,C,MORTGAGE,debt,Other,1
10,30000,11,12,B,RENT,purchase,Other,1
3,29100,20,4,D,RENT,debt,NY,1
5,30000,2,3,G,RENT,debt,Other,1
2,27000,3,3,D,MORTGAGE,purchase,FL,1
1,34860,3,6,B,RENT,purchase,CA,1
3,24000,4,6,B,RENT,purchase,Other,1
3,50000,7,15,C,RENT,purchase,NY,0
2,25000,8,10,A,OWN,purchase,TX,1
9,51600,6,17,E,OWN,purchase,FL,1
1,100000,4,4,F,RENT,debt,NY,1
2,37000,11,9,B,RENT,debt,Other,1
10,29040,4,14,C,RENT,purchase,Other,0
1,57600,6,12,B,RENT,purchase,NY,1
7,32000,6,8,E,RENT,debt,Other,0
5,100000,5,15,C,OWN,debt,CA,0
10,90000,15,10,D,MORTGAGE,debt,Other,1
3,45792,9,16,B,RENT,debt,CA,1
1,65000,11,9,C,MORTGAGE,purchase,Other,1
2,123144,11,25,B,RENT,debt,Other,1
10,74337.72,4,11,B,RENT,debt,CA,1
10,54000,9,20,D,MORTGAGE,debt,CA,0
1,93000,17,10,A,MORTGAGE,debt,TX,1
5,55000,10,11,B,RENT,debt,CA,1
1,84996,8,13,C,MORTGAGE,debt,Other,1
9,77004,9,20,A,MORTGAGE,purchase,IL,1
3,36000,7,11,A,RENT,purchase,GA,0
10,54000,13,25,A,MORTGAGE,debt,TX,1
5,68000,8,14,E,MORTGAGE,debt,Other,1
5,83000,5,10,B,RENT,debt,NY,1
2,21000,3,3,E,RENT,debt,FL,0
3,60000,8,11,B,MORTGAGE,small_business,NY,0
9,40000,3,9,B,RENT,purchase,Other,1
10,48000,7,12,F,OWN,debt,Other,1
3,50000,11,5,B,RENT,purchase,Other,1
5,75000,12,14,A,MORTGAGE,purchase,Other,1
9,52000,8,9,A,MORTGAGE,debt,Other,0
10,125004,6,13,F,RENT,debt,Other,1
8,60000,8,16,A,MORTGAGE,purchase,FL,1
2,65000,13,13,B,MORTGAGE,debt,Other,1
2,68000,8,14,A,MORTGAGE,purchase,GA,1
5,23396.63,4,10,B,OWN,purchase,Other,1
5,50000,10,14,A,RENT,debt,Other,1
1,21424,5,10,A,MORTGAGE,debt,CA,0
1,43000,7,8,A,MORTGAGE,purchase,Other,1
5,45500,5,11,C,OWN,debt,Other,0
10,100000,16,18,A,MORTGAGE,debt,NY,1
4,58800,4,11,D,RENT,purchase,FL,1
10,61848,5,13,B,OWN,purchase,NY,1
1,45000,10,9,B,RENT,debt,NY,1
10,65000,10,13,E,RENT,debt,FL,1
3,60000,10,24,A,MORTGAGE,debt,TX,1
4,48000,4,7,B,RENT,debt,Other,0
5,38400,5,8,A,MORTGAGE,purchase,Other,1
8,34800,9,40,A,MORTGAGE,purchase,Other,1
2,30000,3,7,E,RENT,debt,Other,1
9,85000,2,9,B,RENT,debt,CA,1
3,25000,3,28,B,RENT,debt,TX,1
2,14400,4,17,A,RENT,purchase,CA,1
5,81000,21,18,A,MORTGAGE,debt,Other,1
4,46800,11,11,D,RENT,debt,NY,1
3,55000,8,7,C,OWN,debt,Other,1
7,38400,6,13,C,RENT,debt,NY,0
10,75000,8,13,A,MORTGAGE,purchase,CA,1
10,148000,6,19,C,MORTGAGE,purchase,FL,1
10,60000,7,33,A,OWN,debt,Other,1
1,12000,5,31,A,RENT,purchase,FL,1
2,110000,7,22,A,MORTGAGE,purchase,Other,1
4,38760,3,12,D,RENT,purchase,FL,1
